  3.5000e+00  2.1902e+05
  1.1500e+01  2.6762e+05
  1.9500e+01  1.6797e+05
  2.7500e+01  1.1545e+05
  3.5500e+01  8.2332e+04
  4.3500e+01  5.7071e+04
  5.1500e+01  3.8163e+04
  5.9500e+01  2.3773e+04
  6.7500e+01  1.3716e+04
  7.5500e+01  7.4880e+03
  8.3500e+01  3.8770e+03
  9.1500e+01  1.8860e+03
  9.9500e+01  9.1100e+02
  1.0750e+02  4.4100e+02
  1.1550e+02  1.5500e+02
  1.2350e+02  7.5000e+01
  1.3150e+02  2.7000e+01
  1.3950e+02  1.2000e+01
  1.4750e+02  3.0000e+00
  1.5550e+02  2.0000e+00
  1.6350e+02  1.0000e+00
  1.7150e+02  0.0000e+00
  1.7950e+02  0.0000e+00
  1.8750e+02  0.0000e+00
  1.9550e+02  0.0000e+00
  2.0350e+02  0.0000e+00
  2.1150e+02  0.0000e+00
  2.1950e+02  0.0000e+00
  2.2750e+02  0.0000e+00
  2.3550e+02  0.0000e+00
  2.4350e+02  0.0000e+00
  2.5150e+02  0.0000e+00
  2.5950e+02  0.0000e+00
  2.6750e+02  0.0000e+00
  2.7550e+02  0.0000e+00
  2.8350e+02  0.0000e+00
  2.9150e+02  0.0000e+00
  2.9950e+02  0.0000e+00
  3.0750e+02  0.0000e+00
  3.1550e+02  0.0000e+00
  3.2350e+02  0.0000e+00
  3.3150e+02  0.0000e+00
  3.3950e+02  0.0000e+00
  3.4750e+02  0.0000e+00
  3.5550e+02  0.0000e+00
  3.6350e+02  0.0000e+00
  3.7150e+02  0.0000e+00
  3.7950e+02  0.0000e+00
  3.8750e+02  0.0000e+00
  3.9550e+02  0.0000e+00
  4.0350e+02  0.0000e+00
  4.1150e+02  0.0000e+00
  4.1950e+02  0.0000e+00
  4.2750e+02  0.0000e+00
  4.3550e+02  0.0000e+00
  4.4350e+02  0.0000e+00
  4.5150e+02  0.0000e+00
  4.5950e+02  0.0000e+00
  4.6750e+02  0.0000e+00
  4.7550e+02  0.0000e+00
  4.8350e+02  0.0000e+00
  4.9150e+02  0.0000e+00
  4.9950e+02  0.0000e+00
  5.0750e+02  0.0000e+00
  5.1550e+02  0.0000e+00
  5.2350e+02  0.0000e+00
  5.3150e+02  0.0000e+00
  5.3950e+02  0.0000e+00
  5.4750e+02  0.0000e+00
  5.5550e+02  0.0000e+00
  5.6350e+02  0.0000e+00
  5.7150e+02  0.0000e+00
  5.7950e+02  0.0000e+00
  5.8750e+02  0.0000e+00
  5.9550e+02  0.0000e+00
  6.0350e+02  0.0000e+00
  6.1150e+02  0.0000e+00
  6.1950e+02  0.0000e+00
  6.2750e+02  0.0000e+00
  6.3550e+02  0.0000e+00
  6.4350e+02  0.0000e+00
  6.5150e+02  0.0000e+00
  6.5950e+02  0.0000e+00
  6.6750e+02  0.0000e+00
  6.7550e+02  0.0000e+00
  6.8350e+02  0.0000e+00
  6.9150e+02  0.0000e+00
  6.9950e+02  0.0000e+00
  7.0750e+02  0.0000e+00
  7.1550e+02  0.0000e+00
  7.2350e+02  0.0000e+00
  7.3150e+02  0.0000e+00
  7.3950e+02  0.0000e+00
  7.4750e+02  0.0000e+00
  7.5550e+02  0.0000e+00
  7.6350e+02  0.0000e+00
  7.7150e+02  0.0000e+00
  7.7950e+02  0.0000e+00
  7.8750e+02  0.0000e+00
  7.9550e+02  0.0000e+00
